Autor,Título,Área do Conhecimento,Tipo Documento,Unidade,Ano,Link
"Schulz, Alexandre Buono",Os contratos comerciais internacionais na sociedade pós-industrial: reflexões sobre...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-20122010-153753/?&lang=pt-br
"Seabra, Renata Welinski da Silva",A regulamentação internacional ambiental e a responsabilidade corporativa,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-02052021-231626/?&lang=pt-br
"Seixas, Antonio Eduardo Reichmann",Princípios UNIDROIT para contratos de longa duração,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-20082020-180021/?&lang=pt-br
"Siciliano, Andre Luiz",Direito à migração - a defesa de um direito humano subjugado,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-14082020-005035/?&lang=pt-br
"Silva, Anamara Osório",Dupla incriminação no direito internacional contemporâneo: análise sob a perspectiva...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-20022015-074810/?&lang=pt-br
"Silva, Elaini Cristina Gonzaga da",A expansão do direito internacional: uma questão de valores,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-02052012-092109/?&lang=pt-br
"Silva, Elaini Cristina Gonzaga da",Juridicização das relações internacionais e solução de controvérsias: análise do...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2007,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-09112007-090517/?&lang=pt-br
"Silva, Emílio Mendonça Dias da",Direito internacional e coerência sistêmica: o relatório da Comissão de Direito Internacional...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-12022021-152021/?&lang=pt-br
"Silva, Marina Augusta Alves de Oliveira e",Os conhecimentos tradicionais à luz do direito internacional,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-25092020-161907/?&lang=pt-br
"Silveira, Maria Olívia Ferreira",Não discriminação e a proteção de minorias no direito internacional pós-moderno,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-09052021-215308/?&lang=pt-br
"Simões, Bruno Graça",Entre a soberania e a liberdade: admissão e estabelecimento de investimentos int...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-13122010-161216/?&lang=pt-br
"Siragna, Marilene Novelli",Simetria e assimetria entre a Convenção sobre Diversidade Biológica e a Convenção...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-02102020-124028/?&lang=pt-br
"Soares, Vinicius Fonseca",A cooperação internacional na reforma e desenvolvimento de novos sistemas jurídicos:...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-09102020-151912/?&lang=pt-br
"Souza, Evelyn Roberta Araujo Barreto de",A atualidade dos projetos de paz perpétua no direito internacional contemporâneo,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-18112016-162217/?&lang=pt-br
"Souza, Gustavo Henrique Campos",A efetivação do melhor interesse por meio dos mecanismos de participação da criaça...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-08102020-205010/?&lang=pt-br
"Souza, Henrique Santos Costa de",A empresa e as atividades na área no contexto do direito do mar e sua normatização...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-18122020-025602/?&lang=pt-br
"Strenger, Rafael Dahne",Laudos arbitrais do Mercosul e seus princípios norteadores,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-29102009-094540/?&lang=pt-br
"Telli, Isadora Postal",Investimento estrangeiro e meio ambiente: uma análise sobre o tratamento das questões...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-08122015-144246/?&lang=pt-br
"Trevisan, Marilia Lopes",Teoria jurídica da integração no Mercosul,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-10092012-163453/?&lang=pt-br
"Tripodi, Leandro",O direito uniforme da venda do século 21: caducidade e renovação da CISG,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-30082017-153922/?&lang=pt-br
"Tseng, Melissa Chyun Yea",Estudo Comparado dos Sistemas de Seguridade Social do Japão e do Brasil: a proteção...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-06092014-214311/?&lang=pt-br
"Valença Filho, Clávio de Melo",A arbitragem em juízo,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-09112015-141705/?&lang=pt-br
"Valle, Regina Maria Piza de Assumpção Ribeiro do",A ordem jurídica internacional e a sociedade da informação,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2007,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-02092008-082149/?&lang=pt-br
"Vasconcelos, Raphael Carvalho de",Teoria geral do estado aplicada à unidade sistêmica do direito internacional,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-11022015-125147/?&lang=pt-br
"Vasconcelos, Raphael Carvalho de",Direito internacional entre unidade e fragmentação: Mercosul e o multilateralism...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-26092011-140356/?&lang=pt-br
"Veçoso, Fabia Fernandes Carvalho",Entre absolutismo de direitos humanos e história contextual: aspectos da experiência...,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-18022013-142609/?&lang=pt-br
"Vedovato, Luis Renato",Ingresso do estrangeiro no território do Estado sob a perspectiva do direito internacional...,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-22042013-110825/?&lang=pt-br
"Vergna, José Daniel Gatti",O novo sistema do tribunal administrativo da ONU,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-08122015-084902/?&lang=pt-br
"Vergueiro, Luiz Fabricio Thaumaturgo",Implementação da cooperação jurídica internacional vertical,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-06062013-162556/?&lang=pt-br
"Viegas, Claudina Augusta Tavares",Justiça de transição na Guiné-Bissau: o papel das operações de manutenção da paz,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-05122013-102538/?&lang=pt-br
"Vieira, Andréia Costa",O diálogo sustentável entre o direito do comércio internacional e o direito à ág...,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-27012015-152818/?&lang=pt-br
"Vilela, Sergio Mitsuo",Perfumes comerciais e contratipos: o tratamento jurídico das atividades criativa...,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-07012011-164012/?&lang=pt-br
"Visconte, Debora",Contratos de longa duração: alteração de circunstâncias no direito internacional,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2135/tde-05032021-151456/?&lang=pt-br
"Visconte, Debora",A jurisdição dos árbitros e seus efeitos,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-24112009-134345/?&lang=pt-br
"Webber, Marianne Mendes",Os instrumentos de cooperação jurídica internacional no direito da concorrência,Direito Internacional,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-03022017-162136/?&lang=pt-br
"Zerbini, Eugenia Cristina Godoy de Jesus","O regimento internacional dos investimentos - sistemas regional, multilateral, setorial...",Direito Internacional,Tese de Doutorado,Faculdade de Direito,2003,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-22112007-073410/?&lang=pt-br
"Zibetti, Fabíola Wüst",Relação entre normalização técnica e propriedade intelectual no ordenamento jurídico...,Direito Internacional,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2135/tde-06062013-160840/?&lang=pt-br
"Alcantara, Carlos Henrique Pereira",A teoria da adequação social no direito penal: aspectos controvertidos e aplicação...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-21082020-012703/?&lang=pt-br
"Alemany, Fernando Russano",Punição e estrutura social brasileira,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-02072020-153548/?&lang=pt-br
"Almeida, Caio Patricio de",A crítica da Crítica acrítica: limites e contribuições da Criminologia do Confli...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-19022021-172210/?&lang=pt-br
"Almeida, Fernanda Afonso de",Proteção penal do patrimônio e sonegação fiscal: uma abordagem à luz da teoria c...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-03102012-090527/?&lang=pt-br
"Almeida, Jéssica Pascoal Santos","PEDOFILIA: aspectos clínicos, éticos e forenses",Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-03082015-115519/?&lang=pt-br
"Alonso, Leonardo",Crimes contra o mercado de capitais,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-07052010-075537/?&lang=pt-br
"Alves, Vitória Chammas Varela",A evasão de divisas no cenário global de combate à evasão fiscal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-17072020-004239/?&lang=pt-br
"Amaral, Fernanda Regina da Cunha",Responsabilidade dos hospitais e operadoras de saúde pelos danos causados aos pa...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-22042013-143114/?&lang=pt-br
"Angeli, Ivan Wagner",Ofendido e risco: a heterocolocação em risco consentida,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-13112020-003730/?&lang=pt-br
"Anjos, Fernando Vernice dos",Seletividade do sistema penal e medidas contrasseletivas no âmbito da teoria da determinação...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-29042021-214458/?&lang=pt-br
"Anjos, Fernando Vernice dos",Análise crítica da finalidade da pena na execução penal: ressocialização e o direito...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-13042010-145345/?&lang=pt-br
"Araujo, Fernanda Carolina de",A teoria criminológica do labelling approach e as medidas socioeducativas,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-06072011-111256/?&lang=pt-br
"Araujo, Virginia Novaes Procópio de",O ato médico no crime de tortura,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-29102012-163521/?&lang=pt-br
"Arellano, Luis Felipe Vidal",Fronteiras da responsabilização penal de agentes financeiros na lavagem de dinhe...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-27082013-113954/?&lang=pt-br
"Argachoff, Mauro",Infanticídio,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-03092012-090650/?&lang=pt-br
"Azevedo, Paulo Bueno de",Ensaio sobre a irracionalidade do sistema criminal à luz da obra religiosa de Liev...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-06112020-143246/?&lang=pt-br
"Badaró, Jennifer Cristina Ariadne Falk",Elemento subjetivo no crime de lavagem de dinheiro no âmbito financeiro,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-19022021-142227/?&lang=pt-br
"Barberio, Naiara Vilardi Soares",Teoria do garantismo penal: um sistema justificador da pulsão punitiva,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-10122020-232526/?&lang=pt-br
"Barbosa, Guilherme Lopes",Vidas encerradas: uma análise da arquitetura penitenciária brasileira à luz da criminologia...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-04052021-152844/?&lang=pt-br
"Barbosa, Julianna Nunes Targino",A culpabilidade na responsabilidade penal da pessoa jurídica,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-21012015-092925/?&lang=pt-br
"Barrilari, Claudia Cristina","Autorregulação regulada, criminal compliance e mecanismos sancionatórios",Direito Penal,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-15032021-171632/?&lang=pt-br
"Barros, Ana Carolina Albuquerque de",Culpabilidade no direito penal juvenil,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-02072020-170427/?&lang=pt-br
"Batich, Filipe Lovato",Análise crítica do acordo de leniência como política criminal internacional para...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-19112020-154110/?&lang=pt-br
"Bazo, Andressa Loli",Leis do cárcere e inclusão social: uma análise institucional do discurso de uma ...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-19022021-164829/?&lang=pt-br
"Belda, Rodrigo de Salles Oliveira Malta",Limites dos discursos de ódio e uma crítica à visão brasileira,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-27112020-152930/?&lang=pt-br
"Beltrame, Priscila Akemi",A tutela penal dos direitos humanos e o expansionismo punitivo,Direito Penal,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-11082015-143100/?&lang=pt-br
"Benedetti, Juliana Cardoso","Tão próximos, tão distantes: a justiça restaurativa entre comunidade e sociedade",Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-07052010-084701/?&lang=pt-br
"Berg, Beatriz",Direito penal mínimo e mediação penal: aplicabilidade à violência doméstica contra...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-25092020-164128/?&lang=pt-br
"Bernardes, Joao Paulo de Castro",Absit iniuria verbo: Direito penal e proteção da honra,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-01102020-192202/?&lang=pt-br
"Blasi, Elisa Fernandes",Controle de constitucionalidade formal da lei penal pela proporcionalidade: análise...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-01052021-205421/?&lang=pt-br
"Bonaccorso, Norma Sueli","Aspectos técnicos, éticos e jurídicos relacionados com a criação de bancos de dados...",Direito Penal,Tese de Doutorado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-04102010-141930/?&lang=pt-br
"Bonaccorso, Norma Sueli",Aplicação do exame de DNA na elucidação de crimes,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2005,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-15092010-145947/?&lang=pt-br
"Bonetti, Juliana Bierrenbach",Responsabilidade penal pelo produto,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-28082012-160139/?&lang=pt-br
"Bracco, Bruno Amabile",Direito penal e processo de individuação: um estudo junguiano sobre o impacto das...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-06122012-142947/?&lang=pt-br
"Braga, Ana Gabriela Mendes",Reintegração social: discursos e práticas na prisão: um estudo comparado,Direito Penal,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-07062013-140255/?&lang=pt-br
"Braga, Ana Gabriela Mendes",A identidade do preso e as leis do cárcere,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-26112008-073857/?&lang=pt-br
"Bretan, Maria Emilia Accioli Nobre",Violência sexual contra crianças  e adolescentes mediada pela tecnologia da informação...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-22042013-111456/?&lang=pt-br
"Bretan, Maria Emilia Accioli Nobre",Os múltiplos olhares sobre o adolescente e o ato infracional: análises e reflexões...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-18122009-134124/?&lang=pt-br
"Britto, Adriana de",Justiça restaurativa e execução penal: reintegração social e sindicâncias discip...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-11092014-081200/?&lang=pt-br
"Bueno, Mariana Guimarães Rocha da Cunha",Feminismo e direito penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-14052012-161411/?&lang=pt-br
"Cabral, Thiago Colnago",A valoração do exame criminológico e progressão de regime : decisões de execução...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-02102020-122303/?&lang=pt-br
"Cacicedo, Patrick Lemos",Ideologia e Direito Penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-14082020-114748/?&lang=pt-br
"Cacicedo, Patrick Lemos",Pena e funcionalismo sistêmico: uma análise crítica da prevenção geral positiva,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-01122015-125435/?&lang=pt-br
"Calderoni, Vivian",O agente penitenciário aos olhos do judiciário paulista,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-13022014-161922/?&lang=pt-br
"Canton Filho, Fabio Romeu",A valoração do bem jurídico penal e a Constituição Federal de 1988: a evolução histórica...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-03052010-153358/?&lang=pt-br
"Cardoso, Débora Motta",A extensão do compliance no direito penal: análise crítica na perspectiva da lei...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-01092016-150723/?&lang=pt-br
"Cardoso, Franciele Silva",A luta e a lida: estudo do controle social do MST nos acampamentos e assentamentos...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-23082013-131951/?&lang=pt-br
"Carrard, Liliana",O princípio da insignificância e a mínima intervenção penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-25112016-114249/?&lang=pt-br
"Carvalho, Felipe Fernandes de",A conformação da cegueira deliberada no direito penal brasileiro,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-10072020-170516/?&lang=pt-br
"Casagrande, Daniel Alberto",Crimes contra a arrecadação para a seguridade social: apropriação indébita previdenciária...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-18092009-104847/?&lang=pt-br
"Cavali, Marcelo Costenaro",Fundamento e limites da repressão penal da manipulação do mercado de capitais: uma...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-15032021-232807/?&lang=pt-br
"Cintra, Adjair de Andrade",Aplicabilidade do princípio da insignificância aos crimes que tutelam bens jurídicos...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-13062012-165850/?&lang=pt-br
"Coelho, Luis Carlos Honório de Valois",Conflito entre ressocialização e o princípio da legalidade penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-02042013-105037/?&lang=pt-br
"Coelho, Thales Cavalcanti",Livre-arbítrio e culpabilidade: a responsabilização penal em face das contribuições...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-06092016-154548/?&lang=pt-br
"Corcioli Filho, Roberto Luiz",Recrudescimento penal e dissuasão: um ensaio com vistas à superação do modelo no...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-11092020-152642/?&lang=pt-br
"Corrêa Junior, Alceu",Monitoramento eletrônico de penas e alternativas penais,Direito Penal,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-20062013-132709/?&lang=pt-br
"Coscrato, Nathália de Morais",A aplicação de garantias penais às medidas de segurança no contexto da reforma psiquiátrica...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-20082020-181029/?&lang=pt-br
"Costa, Fernando Calix Coelho da",O dirigente de empresa como garante de proteção,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-25092020-162746/?&lang=pt-br
"Costa, Fernando José da",Locus delicti nos crimes informáticos,Direito Penal,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-24042012-112445/?&lang=pt-br
"Costa, Gabriel Silva",A periculosidade criminal: uma discussão conceitual em evolução,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-02072020-152506/?&lang=pt-br
"Costa, Joyce Serra Rodrigues",A exigência de dupla incriminação nos processos de extradição,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-18122020-131834/?&lang=pt-br
"Couto, Maria Claudia Girotto do",Lei Maria da Penha e princípio da subsidiariedade: diálogo entre um direito penal...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-18112016-163414/?&lang=pt-br
"Crespo, Marcelo Xavier de Freitas",Do conhecimento da ilicitude em face da expansão do direito penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-22042013-085043/?&lang=pt-br
"Cymrot, Danilo",Polícia Militante: deputados policiais militares na Assembleia Legislativa do Estado...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-11102015-141358/?&lang=pt-br
"Cymrot, Danilo",A criminalização do funk sob a perspectiva da teoria crítica,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-26082016-134709/?&lang=pt-br
"Darcie, Stephan Doering",O desvalor da conduta em Direito Penal,Direito Penal,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-22032021-224901/?&lang=pt-br
"Del Nero, Glauter Fortunato Dias",Lavagem de dinheiro: uma análise da conduta do operador do mercado financeiro à luz...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-01052021-203743/?&lang=pt-br
"Del-Campo, Eduardo Roberto Alcântara",Exame e levantamento técnico pericial de locais de interesse à justiça criminal:...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-27052010-093136/?&lang=pt-br
"Destro, Paulo",O sigilo médico profissional no âmbito do direito penal médico brasileiro,Direito Penal,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-31072020-135936/?&lang=pt-br
"Destro, Paulo",Lesão corporal culposa e a responsabilidade penal do médico: reflexões à luz da Lei...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-20032015-135230/?&lang=pt-br
"Diniz, Bruna Rachel de Paula",A revista íntima e as visitantes de estabelecimentos prisionais: uma análise à luz...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-25092020-155941/?&lang=pt-br
"Ditticio, Mario Henrique",Crítica tridimensional da reincidência,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2007,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-09052013-104951/?&lang=pt-br
"Especiato, Ian Matozo",Medidas de segurança e os princípios constitucionais no Direito Penal,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-11122020-021435/?&lang=pt-br
"Falavigno, Chiavelli Facenda",O risco de deslegalização no direito penal : análise da complementação administrativa...,Direito Penal,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-13112020-164957/?&lang=pt-br
"Favaro, Maria Carolina Pacheco",A reestruturação e o fortalecimento do direito administrativo sancionador: a necessidade...,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-11102012-090731/?&lang=pt-br
"Ferraz, Júlia Lambert Gomes",Análise da trajetória legislativa das leis penais de gênero no Brasil,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2136/tde-08052021-005643/?&lang=pt-br
"Ferreira, Jorge Chade",Os conselhos da comunidade e a reintegração social,Direito Penal,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2136/tde-17082015-163300/?&lang=pt-br
